code,filename,causal_event,sentence_nb,causal_type, avg_strength ,agreement_score,text,batch_code 
POS,DonovanRebeccaBarelyBreathingYA.txt,she and Jared were already making their way through the crowd _I was left alone,2_3,IREC,3,1,"I turned toward Sara , but she and Jared were already making their way through the crowd , not wanting to miss the spectacle ._I was left alone in Stuart ’s shadow .",test2
POS,Dreamland.txt,wondrous visions_ wake in Larry 's heart a great longing for more ,2_3,IREC,2,1,"But none of these wondrous visions lasted ._They remained long enough to wake in Larry 's heart a great longing for more , and then they would disappear and he would be all the lonelier for the lack of them .",test2
POS,FlanaganJohnTheOutcastsYA.txt,Their indolent parents had always supplied their every whim _They viewed their training in the knightly arts as more of a social activity,1_2,IREC,2,1,"Their indolent parents had always supplied their every whim : new chain mail , a sword with a gold-chased hilt , a new battle horse ._They viewed their training in the knightly arts as more of a social activity than a serious one .",test2
POS,GowKailinBitterFrostandTheWolfFeyYA.txt,It was a stupid nickname_it stung,1_3,IREC,2,1,"It was a stupid nickname , the sort of thing probably thought up on a drunken binge through Court Spade 's parents ' liquor cabinet some Friday night when his family was out of town ._But nevertheless , it stung .",test2
POS,GowKailinBitterFrostandTheWolfFeyYA.txt,It was a stupid nickname_it stung,1_3,IREC,2,1,"It was a stupid nickname , the sort of thing probably thought up on a drunken binge through Court Spade 's parents ' liquor cabinet some Friday night when his family was out of town ._But nevertheless , it stung .",test2
POS,GrabensteinChrisEscapefromMr.LemoncellosLibraryMG .txt,Is this like that movie Night at the Museum ?_Will the books come alive and chase people around and junk ,3,IREC,1,1,Will the books come alive and chase people around and junk ? ”,test2
POS,GrabensteinChrisEscapefromMr.LemoncellosLibraryMG .txt,“ The winners will spend the night in the new library before anybody else even gets to see the place ! ” _ “ Is this like that movie Night at the Museum ?,1_2,IREC,2,1,“ The winners will spend the night in the new library before anybody else even gets to see the place ! ”_“ Is this like that movie Night at the Museum ?,test2
POS,GunpowderTreasonandP.txt,"Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football_He therefore officiated as referee or judge on this occasion , not having entered for the races",2_3,IREC,3,1,"Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football ._He therefore officiated as referee or judge on this occasion , not having entered for the races .",test2
POS,JonesEdwardPAuntHagarPW.txt,To be blind_it ’s a shame,3_2,IREC,2,1,To be blind . ”_“ I heard bout whas happenin to you and it ’s a shame .,test2
POS,LerangisPeterDeadofTheNightMG.txt,"He’d betrayed Dan and Amy once_If he did it again, it meant jail time",1_2,IREC,3,1,"He hated the Cahills and he ’d betrayed Dan and Amy once ._If he did it again , it meant jail time .",test2
POS,LordEmeryOpenRoadSummerYA.txt,"I wish she knew that . _“ Hey , ” I say . ",1_2,IREC,3,1,"But it is n’t randomness or luck that got her here , and I wish she knew that ._“ Hey , ” I say .",test2
POS,OutwardBoundOrYoungA.txt,""""""""" Something must be done , Mr. Baird ._"""""""" """""""" I will do what I can , Mr. Lowington . “""""""",1_3,IREC,2,1,""""""""" Something must be done , Mr. Baird ._"""""""" I will do what I can , Mr. Lowington . """"""""",test2
POS,OutwardBoundOrYoungA.txt,My garden shall not be robbed with impunity_Something must be done,2_1,IREC,2,1,"My garden shall not be robbed with impunity . """"""""_"""""""" Something must be done , Mr. Baird .",test2
POS,OutwardBoundOrYoungA.txt,"My garden shall not be robbed with impunity . """""""" _ "" I will do what I can , Mr. Lowington . """"""""",2_3,IREC,2,1,"My garden shall not be robbed with impunity . """"""""_"""""""" I will do what I can , Mr. Lowington . """"""""",test2
POS,SparksNicholasTheLuckyOneBS.txt,It’s right on the way_it’s not too far,2_1,IREC,1,1,“ It ’s right on the way . ”_“ If it ’s not too far . ”,test2
POS,St.CrowLiliDefianceYA.txt,spurring me on _My mother ’s locket bounced ,2_3,IREC,1,1,"My teeth tingled as the aspect rose , slicking over me and spurring me on ._My mother ’s locket bounced , cool metal kissing my breastbone .",test2
POS,StoriesofManyLands.txt,"the children of different countries are pretty much alike_I doubt not , if you were in France now , you would get along nicely with the little Monsieurs and Mademoiselles , after some coy hanging back and reconnoitring , -- that is , if you only knew their """""""" lingo . “""""""",2_3,IREC,2,1,"You will see by these stories that the children of different countries are pretty much alike ._I doubt not , if you were in France now , you would get along nicely with the little Monsieurs and Mademoiselles , after some coy hanging back and reconnoitring , -- that is , if you only knew their """""""" lingo . """"""""",test2
POS,VyletaDanTheCrookedMaidPW.txt,"the eye , hanging there in the mirror_ it does n't look right",1_2,IREC,3,1,"But when I look in the mirror sometimes , in the morning you see , when I ’m still sleepy ( I ’m not a good riser — not that I ’m lazy , mind , I try not to be , but in the morning I find it hard to find my feet , I even get dizzy sometimes ) , I catch sight of the eye , hanging there in the mirror , and , well , for a moment I myself do n’t know what to do with it ._I mean , it does n’t look right . ”",test2
POS,WatersSarahLittleStrangerPW.txt,"On a Sunday, too; and such a filthy hot one_It’s good of you to come out",3_2,IREC,2,1,"Come this way , would you ?_On a Sunday , too ; and such a filthy hot one .",test2
POS,WilliamsGarciaRitaOneCrazySummerMG.txt,I only get caught if I try to spin too much straw_I’d make it short and simple,2_1,IREC,3,1,I only get caught if I try to spin too much straw ._And I ’d make it short and simple .,test2
POS,WolkLaurenBeyondtheBrightSeaMG.txt,A diamond necklace caught in a lobster trap ._A few of the islanders had found real riches from time to time ,2_1,IREC,3,1,A diamond necklace caught in a lobster trap ._A few of the islanders had found real riches from time to time .,test2
POS,WolkLaurenBeyondtheBrightSeaMG.txt,A gold ingot in the tines of a scallop rake ._A few of the islanders had found real riches from time to time ,3_1,IREC,3,1,A gold ingot in the tines of a scallop rake ._A few of the islanders had found real riches from time to time .,test2
POS,YoungLucretiaandOthe.txt,"he looked like a small , tightly-built old lady_Her little basque , cut after her aunt 's own pattern , rigorously whaleboned , with long straight seams , opened in front ; she wore a dimity ruffle , a square blue bow to fasten it , and a brown gingham apron ",3,IRAC,1,1,"Her little basque , cut after her aunt 's own pattern , rigorously whaleboned , with long straight seams , opened in front ; she wore a dimity ruffle , a square blue bow to fasten it , and a brown gingham apron .",test2
POS,BlackHollyDollBonesMG.txt,Zach loved playing_It was something he never wanted to give up,1_2,IREC,2,2,"That was why Zach loved playing : those moments where it seemed like he was accessing some other world , one that felt real as anything ._It was something he never wanted to give up .",test2
POS,ConnellyMichaelTheLincolnLawyerBS.txt,"“ Well , do n’t I say ‘ not guilty ’ to the charges ? ”_ “ No , they ’re not going to even ask you that .",1_2,IREC,2,2,"“ Well , do n’t I say ‘ not guilty ’ to the charges ? ”_“ No , they ’re not going to even ask you that .",test2
POS,GiffinEmilySomethingBorrowedBS.txt,My oldest and best friend has a glamorous PR job and is freshly engaged_Darcy is still the lucky one,2_3,IREC,3,2,The situation seems all the more dismal because my oldest and best friend has a glamorous PR job and is freshly engaged ._Darcy is still the lucky one .,test2
POS,LastWordsAFinalColl.txt,"The Game of the Earthly Paradise was received with great delight by the readers of the story_in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed",1_2,IREC,2,2,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale ._These she answered in the _ Correspondence _ columns of the Magazine , and in July 1884 , it was suggested that a """""""" Parkinson Society """""""" should be formed , whose objects were """""""" to search out and cultivate old garden flowers which have become scarce ; to exchange seeds and plants ; to plant waste places with hardy flowers ; to circulate books on gardening amongst the Members ; """""""" and further , """""""" to try to prevent the extermination of rare wild flowers , as well as of garden treasures . """"""""",test2
POS,MullBrandonAWorldWithoutHeroesMG.txt,Could he really have crossed over to some other reality ?_ The thought made him shiver .,2_3,IREC,2.5,2,Could he really have crossed over to some other reality ?_The thought made him shiver .,test2
POS,MunroAliceTooMuchHappinessPW.txt,Or too rich_Dimitri was the first one to be colicky,1_3,IREC,2.5,2,Dimitri was the first one to be colicky ._Or too rich ?,test2
POS,SageAngieDarkeMG.txt,Simon saw the Thing advancing toward him_ but he was not going back to the Darke .,1_3,IREC,2,2,"Simon saw the Thing advancing toward him , its bony hands outstretched ._He did n’t care what happened but he was not going back to the Darke .",test2
POS,YangKellyFrontDeskMG.txt,"My mother ’s boss was a wrinkly white-haired Chinese man who reeked of garlic and did n’t believe in wasting anything — not cooking oil , not toilet paper , and certainly not free labor _“ You think you can handle waitressing , kid ? ”",1_2,IREC,2,2,"My mother ’s boss was a wrinkly white-haired Chinese man who reeked of garlic and did n’t believe in wasting anything — not cooking oil , not toilet paper , and certainly not free labor ._“ You think you can handle waitressing , kid ? ” he asked me .",test2
POS,YangKellyFrontDeskMG.txt,"“ You think you can handle waitressing , kid ? ” he asked me ._“ Yes , sir ! ”",2_3,IREC,2,2,"“ You think you can handle waitressing , kid ? ” he asked me ._“ Yes , sir ! ”",test2
POS,YoungLucretiaandOthe.txt,"Seen from behind , she looked like a small , tightly-built old lady_When at last she emerged there was not another child there who was dressed quite after her fashion",2_1,IREC,2.5,2,"Seen from behind , she looked like a small , tightly-built old lady ._When at last she emerged there was not another child there who was dressed quite after her fashion .",test2
POS,YoungLucretiaandOthe.txt,"she wore a dimity ruffle , a square blue bow to fasten it , and a brown gingham apron_there was not another child there who was dressed quite after her  ",3_1,IREC,2.5,2,"Her little basque , cut after her aunt 's own pattern , rigorously whaleboned , with long straight seams , opened in front ; she wore a dimity ruffle , a square blue bow to fasten it , and a brown gingham apron ._When at last she emerged there was not another child there who was dressed quite after her fashion .",test2
POS,BenjaminAliTheThingAboutJellyfishMG.txt,the sun is too bright in your eyes_You squint a little ,2_3,IREC,2.33,3,Maybe you notice that your bathing suit straps are just a little too tight on your sunburned shoulders or that the sun is too bright in your eyes ._You squint a little .,test2
POS,FlanaganJohnTheOutcastsYA.txt,They viewed their training in the knightly arts as more of a social activity than a serious one_They had never before faced armed and determined warriors like these two,2_3,IREC,2,3,"They viewed their training in the knightly arts as more of a social activity than a serious one ._They had never before faced armed and determined warriors like these two , and it suddenly occurred to them that what had begun as a lighthearted expedition to send a few ill-bred raiders running in panic had quickly turned into a potentially deadly confrontation .",test2
POS,LerangisPeterDeadofTheNightMG.txt,it meant jail time _ Which meant death to the hostages,2_3,IREC,3,3,"If he did it again , it meant jail time ._Which meant death to the hostages .",test2
POS,LordEmeryOpenRoadSummerYA.txt,You ’ve done this a hundred times_it is n’t randomness or luck that got her here,3_1,IREC,2.33,3,"“ You ’ve done this a hundred times . ”_But it is n’t randomness or luck that got her here , and I wish she knew that .",test2
POS,MunroAliceTooMuchHappinessPW.txt,Doree thought that he was maybe not getting enough milk_Dimitri was the first one to be colicky,1_2,IREC,2.33,3,"Dimitri was the first one to be colicky ._Doree thought that he was maybe not getting enough milk , or that her milk was not rich enough .",test2
POS,MunroAliceTooMuchHappinessPW.txt,Doree thought that her milk was not rich enough_Dimitri was the first one to be colicky,1_2,IREC,2.33,3,"Dimitri was the first one to be colicky ._Doree thought that he was maybe not getting enough milk , or that her milk was not rich enough .",test2
POS,ToewsMiriamAllmyPunySorrowsPW.txt,They have no right to march into our home willy-nilly_When they come here tell them it’s not a convenient time,2_1,IREC,1.33,3,"They have no right to march into our home willy-nilly ._Jake , she ’d said , when they come here tell them it ’s not a convenient time .",test2
POS,ArmstrongKelleySeaofShadowsYA.txt,the boy twisted and dove at him_his hood fell back and red-gold hair tumbled out ,1_2,IREC,2.75,4,"The moment he was in flight , the boy twisted and dove at him ._As he did , his hood fell back and red-gold hair tumbled out .",test2
POS,GunpowderTreasonandP.txt,"Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football_e therefore officiated as referee or judge",2_3,IREC,3,4,"Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football ._He therefore officiated as referee or judge on this occasion , not having entered for the races .",test2
POS,OrloffEricaInDreamsYA.txt,my mother said she was tired of being poked and prodded _ She does n’t want to see any more doctors about it,2_3,IREC,3,4,"Three years ago , my mother said she was tired of being poked and prodded ._She does n’t want to see any more doctors about it .",test2
POS,SageAngieDarkeMG.txt,"Simon saw the Thing advancing toward him , its bony hands outstretched_Simon leaped to his feet ",1_2,IREC,2.75,4,"Simon saw the Thing advancing toward him , its bony hands outstretched ._Simon leaped to his feet .",test2
POS,KrivakAndrewTheSojournPW.txt,that purpose_They had come,1,IRAC,3,0,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country .",AY
POS,KrivakAndrewTheSojournPW.txt,They had come_it assuaged what hardship they found,1,IRAC,3,0,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country .",AY
POS,KrivakAndrewTheSojournPW.txt,they knew well this side of the kingdom_virtues that reminded them of what was good ,1,IRAC,2,0,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country .",AY
POS,KrivakAndrewTheSojournPW.txt,They clung to both_a shirked responsibility was akin to what scripture called the sin,2,IRAC,3,0,"They clung to both so fiercely that a shirked responsibility was akin to what scripture called the sin against the Holy Spirit , and this fear bound them , because faith reigned like the quiet yet exacting old Rusyn priest , who had long ago come out to Colorado from Pennsylvania after his wife and five children died in a fire .",AY
POS,KrivakAndrewTheSojournPW.txt,faith reigned_fear bound them,2,IRAC,3,0,"They clung to both so fiercely that a shirked responsibility was akin to what scripture called the sin against the Holy Spirit , and this fear bound them , because faith reigned like the quiet yet exacting old Rusyn priest , who had long ago come out to Colorado from Pennsylvania after his wife and five children died in a fire .",AY
POS,HageRawiDeNirosGamePW.txt,"wedding would take place, father had accepted a middle-aged Canadian engineer for a son-in-law , and whose mother was busy making dough and gathering chairs and cutting parsley for the big day , and whose brother was planning to fire his gun in the air in celebration of his sister ’s official deflowering , and whose cousin would drive her",1,IRAC,3,0,"She was sticking needles into the white gown of a young bride whose wedding would take place in a small chapel with an electronic recording of pitiful bells scratching like an old 1930s record , and whose father had accepted a middle-aged Canadian engineer for a son-in-law , and whose mother was busy making dough and gathering chairs and cutting parsley for the big day , and whose brother was planning to fire his gun in the air in celebration of his sister ’s official deflowering , and whose cousin would drive her , in his long , polished car , to the church and then to the ship on the Mediterranean Sea .",AY
POS,TheTwoStoryMittensan.txt,This was more than the mother thought right_she told the man so,1,IRAC,3,0,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely .",AY
POS,TheTwoStoryMittensan.txt,he loved children_kept a toy shop,2,IRAC,3,0,"He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""",AY
POS,TheTwoStoryMittensan.txt,"if she knew her mother was out looking for a doll for her , and came home without one _how disappointed the sweet little girl at home would be",2,IRAC,3,0,"He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""",AY
POS,TalesoftheToysToldby.txt,I had had enough of solitary_I had got my hand on the lock of the door to come out,3,IRAC,2,0,""""""""" Why , the store cupboard in the dining room is next to the book closet , """""""" replied Frank , eagerly , """""""" and just now , when I had got my hand on the lock of the door to come out and tell you I had had enough of solitary imprisoning , I heard Mamma come into the store cupboard ( for some jam , I daresay ! )",AY
POS,TheLittleDogTrustyTh.txt,they can not understand it_very little children must not read,1,IRAC,3,0,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth .",AY
POS,TheLittleDogTrustyTh.txt,for they can not understand it _ they will not know what is meant by a liar and a boy of truth . ,1,IRAC,3,0,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth .",AY
POS,TheLittleDogTrustyTh.txt,you can understand it _ you may read this story,2,IRAC,3,0,"Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it .",AY
POS,LittleWizardStorieso.txt, everyone loves the beautiful girl Princess_ there has never been any disturbance in the great Throne Room,2,IRAC,3,0,"[ Illustration ] These two beasts are Ozma 's chief guardians , but as everyone loves the beautiful girl Princess there has never been any disturbance in the great Throne Room , or anything for the guardians to do but look fierce and solemn and keep quiet until the Royal Audience is over and the people go away to their homes .",AY
POS,LittleWizardStorieso.txt,the huge Lion and Tiger crouched beside the throne_no one would dare be naughty,3,IRAC,3,0,"Of course no one would dare be naughty while the huge Lion and Tiger crouched beside the throne ; but the fact is , the people of Oz are very seldom naughty .",AY
POS,ColeTrevorTheFearsomeParticlesPW.txt,Kyle was coming home from his adventure_ everything seemed to have turned out so well,3,IRAC,3,0,"After all of Gerald ’s uproar before Kyle left – and all her assurances that their son was ready to make such decisions – everything seemed to have turned out so well : Kyle was coming home from his adventure , early ( delightful surprise ) , and he was sound .",AY
POS,EvanovichJanetNotoriousNineteenBS.txt,Grandpa Mazur ’s arteries totally clogged _ She moved in,1,IRAC,2,0,She moved in when my Grandpa Mazur ’s arteries totally clogged with pork fat and he got a one-way ticket to God ’s big pig roast in the sky .,AY
POS,AtkinsonKateLifeAfterLifeBS.txt,The water was up to Ursula ’s armpits now _ she started to cry,1,IRAC,2,0,"The water was up to Ursula ’s armpits now and she started to cry and pull on Pamela ’s hand , trying to stop her from going any further .",AY
POS,AtkinsonKateLifeAfterLifeBS.txt,trying to stop her from going any further . _ pull on Pamela ’s hand ,1,IRAC,3,0,"The water was up to Ursula ’s armpits now and she started to cry and pull on Pamela ’s hand , trying to stop her from going any further .",AY
POS,IrelandStoneTamaraEveryLastWordYA,I finally drop the phone into the cup holder _ ending the discussion,1,IRAC,3,0,"I finally drop the phone into the cup holder as I pull out of the driveway , ending the discussion without ever telling her the real reason I wo n’t pick her up today .",AY
POS,GratzAlanPrisonerB-MG.txt,"Another man wearing a coat and pajamas like my father lay dead _ a pool of darkness spreading beneath him , glinting in the streetlights ",1,IRAC,3,0,"Another man wearing a coat and pajamas like my father lay dead in the middle of the street , a pool of darkness spreading beneath him , glinting in the streetlights .",AY
POS,GratzAlanPrisonerB-MG.txt,anyone caught outside their homes after curfew _ will be shot on sight,3,IRAC,3,0,"“ Jews are reminded that under the new rules , anyone caught outside their homes after curfew will be shot on sight ! ” the officer yelled .",AY
POS,DearSantaClaus.txt,"T was the night before Christmas_ Not a creature was stirring , not even a mouse . ",1,IRAC,3,0,"_ [ Illustration ] [ Illustration ] 'T was the night before Christmas , and all through the house , Not a creature was stirring , not even a mouse .",AY
POS,WallsJeannetteHalfBrokeBS.txt,"Dad , who was carving the ham _ brought the knife right down behind that snake ’s head .",3,IRAC,2,0,"Dad , who was carving the ham , brought the knife right down behind that snake ’s head .",AY
POS,MilletLydiaPillsandStarshipsYA.txt,new rogue sites keep popping up_ It 's not hard,1,IRAC,3,0,"It ’s not hard , really , because even though the corps shut them down as fast as they can , new rogue sites keep popping up , and there ’s lots of juicy stuff on them .",AY
POS,PattersonJamesSecondHoneymoonBS.txt,for trying to make me relive the single worst day of my life . _   me wanted to leap out of my chair and pop the guy with a right hook ,1,IRAC,3,0,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life .,AY
POS,PattersonJamesSecondHoneymoonBS.txt,the part that knew better _ understood he was n’t asking me to do something ,2,IRAC,3,0,But another part of me — the part that knew better — understood he was n’t asking me to do something that I had n’t already been doing on my own .,AY
POS,SilberJoanFoolsStoriesPW.txt,"If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done  _ he would laugh and say , “ Yes , yes , ” but not happily .",1,IRAC,3,0,"If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done , he would laugh and say , “ Yes , yes , ” but not happily .",AY
POS,FlynnVinceKillShotBS.txt,Lewis was patient and tenacious _his reports were given serious weight by the deputy director of operations .,3,IRAC,2,0,"Lewis was patient and tenacious , and his reports were given serious weight by the deputy director of operations .",AY
POS,PattersonJamesthAnniversaryBS.txt,Cindy was terminally lovesick ._She was probably the first bridesmaid in the world to express that sentiment,2,IRAC,3,0,"She was probably the first bridesmaid in the world to express that sentiment , but Cindy was terminally lovesick .",AY
POS,BulawayoNoVioletWeNeedPW.txt,cord thingies at the side of her neck and the way she smacks her big lips _whatever she is eating tastes really good .,3,IRAC,3,0,I can tell from the cord thingies at the side of her neck and the way she smacks her big lips that whatever she is eating tastes really good .,AY
POS,KinneyJeffCabinFeverMG.txt,if you help me with these groceries _ i ’ll bet it will be just enough to make santa ’s “ nice ” list,1,IRAC,3,0,if you help me with these groceries i ’ll bet it will be just enough to make santa ’s “ nice ” list !,AY
POS,SelznickBrianTheMarvelsMG.txt,"A sound , high in the air , bounced off the brick walls_ repeated itself",1,IRAC,3,0,"A sound , high in the air , bounced off the brick walls and repeated itself .",AY
POS,SelznickBrianTheMarvelsMG.txt,half-blinded by the snow and the darkness_ turned a corner and ran straight into a boy,3,IRAC,2,0,"Joseph , half-blinded by the snow and the darkness , turned a corner and ran straight into a boy who seemed to appear from nowhere .",AY
POS,StJohnMandelEmilyStationElevenPW.txt,Jeevan realized this charade must be for Arthur ’s family _ so they would n’t be notified of his death,1,IRAC,3,0,"Jeevan realized this charade must be for Arthur ’s family , so they would n’t be notified of his death via the evening news .",AY
POS,RowellRainbowEleanor&ParkYA.txt,she made him look even more like a monster ._Park wondered if Steve was with Tina,3,IRAC,3,0,Sometimes Park wondered if Steve was with Tina because she made him look even more like a monster .,AY
POS,RowellRainbowEleanor&ParkYA.txt,He ’d looked like a grown man since the seventh grade _ he grew a full beard . ,1,IRAC,3,0,"He ’d looked like a grown man since the seventh grade , and that was before he grew a full beard .",AY
POS,DAmbrosioCharlesTheDeadFishMuseumPW.txt,"He dropped a piece of bread through the fence , _ a cou-ple of cooing pigeons bobbed along the gutter and fought each other for it . ",2,IRAC,3,0,"He dropped a piece of bread through the fence , and a cou-ple of cooing pigeons bobbed along the gutter and fought each other for it .",AY
POS,RussellRachelReneeTalesfromaNotSoGlamTVStarMG.txt,the guy who ’d told us to leave the premises . _Three guards were talking to Mr. Grumpy,1,IRAC,1,0,"Three guards were talking to Mr. Grumpy , the guy who ’d told us to leave the premises .",AY
POS,ParkJessicaFlat-OutLoveYA.txt,If Flat Finn loses what he perceives to be love handles _I ’ll reward him with a one-time double sundae ,1,IRAC,3,0,"“ If Flat Finn loses what he perceives to be love handles , I ’ll reward him with a one-time double sundae . ”",AY
POS,TheStoryofaStuffedEl.txt,some of the toy animals have a squeaker inside them _ make a noise when you press it ,3,IRAC,3,0,""""""""" Well , some of the toy animals have a squeaker inside them , and make a noise when you press it .",AY
POS,DiCamilloKateLouisiana'sWayHomeMG.txt,they had been my best friends for two solid years . _Raymie and Beverly were the friends of my heart ,1,IRAC,2,0,"Raymie and Beverly were the friends of my heart , and they had been my best friends for two solid years .",AY
POS,HempelAmyTheCollectedStoriesofAmyHempelPW.txt, it ’s more absorbent than those other brands ._ I like it,1,IRAC,3,0,“ I like it because it ’s more absorbent than those other brands .,AY
POS,TheTwoStoryMittensan.txt,This was more than the mother thought right to give for the doll_mother told him what she considered a fair price,1_3,IREC,3,0,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely ._Lillie 's mother told him what she considered a fair price , and the darling , good toyman spoke up as quick as a flash , """""""" You shall have it , ma'am !",AY
POS,TalesoftheToysToldby.txt,""""""""" only it was so nice to think of going to the Sea . """""""" _ """""""" But I do n't understand the matter now , """""""" said poor Miss Watson",1_2,IREC,2,0,""""""""" I beg your pardon , Miss Watson , """""""" replied Celia , demurely ; """""""" only it was so nice to think of going to the Sea . """"""""_"""""""" But I do n't understand the matter now , """""""" said poor Miss Watson , looking very mystified ; """""""" you knew nothing about this at breakfast , Frank , and how your companionship with the books and slates in the cupboard has enlightened you now , I do n't know , nor can I give even a remote guess ! """"""""",AY
POS,TalesoftheToysToldby.txt,""" But I do n't understand the matter now , """""""" said poor Miss Watson , looking very mystified ; """""""" you knew nothing about this at breakfast , Frank , and how your companionship with the books and slates in the cupboard has enlightened you now , I do n't know , nor can I give even a remote guess ! """""""" _ """""""" Why , the store cupboard in the dining room is next to the book closet , """""""" replied Frank ",2_3,IREC,2,0,""""""""" But I do n't understand the matter now , """""""" said poor Miss Watson , looking very mystified ; """""""" you knew nothing about this at breakfast , Frank , and how your companionship with the books and slates in the cupboard has enlightened you now , I do n't know , nor can I give even a remote guess ! """"""""_"""""""" Why , the store cupboard in the dining room is next to the book closet , """""""" replied Frank , eagerly , """""""" and just now , when I had got my hand on the lock of the door to come out and tell you I had had enough of solitary imprisoning , I heard Mamma come into the store cupboard ( for some jam , I daresay ! )",AY
POS,EvanovichJanetNotoriousNineteenBS.txt, Grandma just stands at the door watching the cars roll by _Grandma was at the front door when Lula eased the Firebird ,3_2,IREC,3,0,"I used to think Grandma had a telepathic way of knowing when I approached , but I now realize Grandma just stands at the door watching the cars roll by , like the street is a reality show ._Grandma was at the front door when Lula eased the Firebird to a stop at the curb .",AY
POS,AtkinsonKateLifeAfterLifeBS.txt,did n’t see the huge wave cresting behind her ._it had crashed over both of them ,2_3,IREC,3,0,"Pamela glanced back at her and said , ‘ Careful , you ’ll make us both fall over , ’ and so did n’t see the huge wave cresting behind her ._Within a heartbeat , it had crashed over both of them , tossing them around as lightly as though they were leaves .",AY
POS,WallsJeannetteHalfBrokeBS.txt,"scorpions , lizards , snakes , gophers , centipedes , and moles wormed their way out of our walls and ceilings _a rattler dropped onto the table .",1_2,IREC,3,0,"The worst thing about it was that , from time to time , scorpions , lizards , snakes , gophers , centipedes , and moles wormed their way out of our walls and ceilings ._Once , in the middle of an Easter dinner , a rattler dropped onto the table .",AY
POS,WallsJeannetteHalfBrokeBS.txt,"a rattler dropped onto the table _ Dad , who was carving the ham , brought the knife right down behind that snake ’s head .",2_3,IREC,2,0,"Once , in the middle of an Easter dinner , a rattler dropped onto the table ._Dad , who was carving the ham , brought the knife right down behind that snake ’s head .",AY
POS,MilletLydiaPillsandStarshipsYA.txt,"my little brother Sam does it constantly ._ He knows the hidden places to get to , how to find out corp secrets ",2_3,IREC,3,0,"I browse the rogues now and then , but my little brother Sam does it constantly ._He knows the hidden places to get to , how to find out corp secrets , even .",AY
POS,SilberJoanFoolsStoriesPW.txt,"he would laugh and say , “ Yes , yes , ” but not happily ._ So I stopped doing that .",1_2,IREC,3,0,"If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done , he would laugh and say , “ Yes , yes , ” but not happily ._So I stopped doing that .",AY
POS,TheJungleFugitivesAT.txt,""""""""" Did he offer any advice ? """""""" asked Dr. Marlowe_"""""""" He did ",1_2,IREC,2,0,""""""""" Did he offer any advice ? """""""" asked Dr. Marlowe , less impressed with the news than was his visitor or his daughter ._"""""""" He did ; he said that the escape of myself and of your family could be secured only by leaving this place at the earliest moment possible . """"""""",AY
POS,TheJungleFugitivesAT.txt,""""""""" He did ; he said that the escape of myself and of your family could be secured only by leaving this place at the earliest moment possible .""""""""_ """""""" But whither can we go ?",2_3,IREC,2,0,""""""""" He did ; he said that the escape of myself and of your family could be secured only by leaving this place at the earliest moment possible . """"""""_"""""""" But whither can we go ?",AY
